,app_id,current_price
396,13520,8.59
397,13530,8.59
398,13540,8.59
399,13560,4.29
400,13570,8.59
401,13580,8.59
402,13600,8.59
403,13620,4.29
404,13630,4.29
405,15000,4.29
406,15080,4.29
407,15100,8.59
408,15120,8.59
409,15130,4.29
410,15160,4.29
411,15170,8.59
412,15190,4.29
413,15200,8.59
414,15210,4.29
415,15240,4.29
416,15270,4.29
417,15300,8.59
418,15320,8.69
420,15370,8.59
421,15380,8.59
422,15390,8.59
423,15400,5.79
424,15500,6.99
425,15520,6.99
427,15560,6.99
428,15620,14.99
429,15700,1.99
430,15710,1.99
431,15740,3.99
432,15750,6.99
433,15800,5.99
434,15900,6.99
435,15910,5.99
436,15920,5.99
437,15930,5.99
438,15960,5.99
439,15970,5.99
440,16000,6.99
441,16020,5.99
442,16030,6.99
443,16040,5.99
444,16060,5.99
445,16100,5.99
446,16110,5.99
447,16120,5.99
448,16130,5.99
449,16180,5.99
450,16200,7.49
451,16300,7.19
452,16450,9.99
453,16500,1.99
454,16600,5.99
455,16620,16.99
456,16710,0.79
457,16720,1.69
458,16730,1.69
459,16810,9.99
460,16900,15.49
462,17100,5.99
463,17120,1.49
464,17140,6.99
465,17180,6.99
466,17300,9.99
467,17330,7.99
468,17390,14.99
469,17410,9.99
470,17430,9.99
471,17440,9.99
472,17450,14.99
473,17460,7.99
474,17470,14.99
475,17480,9.99
479,17710,1.25
482,18000,5.99
483,18020,5.99
484,18040,7.99
485,18050,7.99
486,18070,9.99
487,18120,6.99
488,18300,3.99
490,18400,7.19
491,18420,6.99
492,18430,6.99
493,18430,6.99
494,18430,6.99
495,18470,6.99
496,18480,3.99
497,18500,6.99
498,18600,6.99
499,18700,6.99
500,18820,3.99
501,19000,17.99
502,19020,7.99
503,19030,11.99
504,19080,7.99
505,19200,3.99
506,19320,3.99
507,19500,2.99
508,19800,4.29
510,19830,4.29
511,19900,8.59
512,19980,8.59
513,20200,13.99
515,20510,7.99
516,20530,1.24
517,20540,9.99
518,20550,1.24
519,20570,14.99
520,20700,5.99
521,20710,5.99
522,20820,6.99
523,20900,6.99
524,20920,14.99
525,21000,14.99
526,21010,3.99
527,21030,3.99
528,21090,35.96
529,21100,12.99
530,21090,35.96
531,21090,35.96
532,21130,9.99
533,21300,2.99
534,21400,4.79
535,21500,4.99
537,21640,0.69
538,21660,13.99
539,21670,1.29
540,21680,1.29
541,21690,3.49
542,21780,8.59
543,21800,8.59
544,21980,8.59
545,22000,6.99
546,22100,7.99
547,22120,1.74
548,22130,9.99
550,22180,1.74
551,22200,6.99
552,22230,6.99
553,22300,7.99
554,22310,3.99
555,22320,12.99
556,22330,12.99
557,22340,3.99
559,22370,14.99
560,22380,7.99
561,22450,3.99
563,22500,5.99
564,22600,14.99
565,22610,6.99
566,22650,6.99
567,22670,6.99
570,23150,1.59
571,23300,3.99
573,23380,3.99
574,23400,7.99
575,23420,7.99
576,23450,6.99
577,23460,4.79
578,23490,7.99
579,23500,6.99
580,23530,6.99
581,23600,6.99
582,23700,2.19
583,24010,17.49
585,24240,10.99
586,24400,7.99
587,24410,1.74
588,24420,6.99
589,24460,3.99
590,24480,1.99
591,24640,14.99
592,24650,14.99
594,24670,7.19
595,24720,9.99
596,24740,9.99
597,24780,9.99
598,24790,9.99
599,24800,9.99
600,24810,9.99
601,24840,9.99
602,24870,9.99
603,24960,14.99
604,24980,19.99
605,25000,22.99
606,25010,7.99
607,25500,1.99
609,25620,4.79
610,25700,3.99
612,25800,9.99
613,25830,7.49
614,25850,3.99
615,25890,7.99
616,25900,4.99
617,25910,6.99
618,25930,7.99
619,25980,7.99
620,25990,1.99
621,26000,8.99
622,26300,3.99
623,26500,4.79
624,26800,10.99
625,26900,15.99
626,27000,6.99
627,27020,3.99
628,27050,4.99
629,27200,15.99
630,27330,0.79
631,27400,14.99
632,27600,5.99
633,27800,6.99
634,27810,5.99
635,27900,3.99
636,27920,1.69
637,27940,4.79
638,28000,7.99
640,29120,3.99
641,29130,3.99
643,29180,6.99
644,29800,0.99
645,29900,6.99
657,31280,3.99
659,31300,15.99
661,31800,5.19
662,31810,5.19
663,31820,5.19
664,31830,5.19
665,31840,5.19
666,31850,5.19
667,31860,5.19
668,31870,5.19
669,31880,5.19
670,31890,5.19
671,31900,5.19
672,31910,5.19
673,31920,5.19
674,31930,5.19
675,31980,5.19
676,32000,3.99
677,32110,5.99
678,32120,6.99
679,32140,5.99
680,32150,3.99
681,32160,6.99
682,32200,6.99
683,32310,4.79
684,32330,15.49
685,32340,4.79
686,32350,4.79
687,32360,7.19
688,32370,7.19
689,32380,4.79
690,32390,2.09
691,32400,4.79
692,32410,4.79
693,32420,15.49
694,32430,15.49
695,32440,15.49
696,32450,15.49
697,32460,7.19
698,32470,15.49
699,32500,15.49
700,32510,15.49
701,32610,14.99
702,32620,3.99
703,32630,3.99
704,32640,6.99
705,32650,6.99
706,32660,14.99
707,32670,10.99
708,32680,6.99
709,32710,6.99
710,32720,6.99
711,32730,6.99
713,32750,6.99
714,32760,6.99
715,32770,14.99
717,32900,13.99
718,33100,3.99
719,33110,3.99
720,33120,3.99
721,33130,3.99
722,33180,7.19
724,33230,8.59
725,33320,8.59
726,33390,8.59
727,33460,8.59
728,33520,5.99
730,33570,3.99
732,33600,4.99
733,33610,4.99
734,33620,3.99
735,33650,4.99
736,33660,4.99
737,33670,9.99
738,33680,3.99
742,33730,6.99
744,33760,4.99
745,33770,14.99
746,33790,14.99
747,33900,7.99
748,33930,11.99
749,33950,3.99
750,33980,8.99
751,33990,9.99
752,34010,9.99
753,34030,19.99
755,34190,4.99
758,34410,4.99
759,34420,3.99
760,34500,11.99
761,34600,5.99
762,34630,6.99
763,34640,6.99
764,34800,3.99
765,34810,2.99
766,34820,4.99
767,34830,1.19
768,34870,1.39
769,34900,0.79
770,34920,6.99
771,35000,7.99
772,35070,2.99
773,35130,7.99
774,35140,14.99
775,35300,9.99
776,35310,6.99
777,35320,10.99
778,35450,14.99
779,35460,6.99
781,35480,7.99
782,35600,3.99
783,35700,9.99
784,35720,13.99
786,36000,3.99
787,36100,3.99
788,36130,10.99
789,36150,10.99
790,36180,10.99
791,36210,3.49
792,36240,4.99
793,36270,10.99
794,36300,4.99
795,36310,4.99
796,36320,4.99
797,36900,6.99
798,36910,6.99
799,37000,6.99
800,37010,6.99
801,37030,9.99
802,37100,3.99
803,37210,7.49
804,37220,7.49
805,37230,7.49
806,37240,7.49
807,37260,7.49
808,37270,10.99
809,37280,7.49
810,37290,7.49
811,37300,6.99
812,37310,4.99
813,37320,4.99
814,37330,4.99
815,37340,4.99
816,37360,4.99
817,37370,4.99
818,37380,4.99
819,37390,4.99
820,37400,2.99
821,37500,1.49
822,37600,1.99
824,37800,7.99
825,37960,14.99
826,38000,6.99
827,38070,6.99
828,38080,6.99
829,38090,6.99
830,38100,6.99
831,38110,6.99
832,38120,3.99
833,38130,3.99
834,38140,3.99
835,38150,6.99
836,38160,6.99
837,38170,6.99
838,38180,6.99
839,38190,6.99
840,38210,0.79
841,38230,2.79
842,38400,7.99
843,38410,7.99
844,38420,7.99
845,38430,6.99
846,38440,6.99
847,38450,6.99
848,38460,6.99
849,38490,10.49
850,38600,6.99
851,38700,3.99
852,38720,3.99
853,38740,4.99
855,39110,2.99
857,39140,9.99
858,39150,9.99
860,39190,4.99
861,39200,4.99
862,39210,9.99
863,39500,8.99
864,39510,8.99
865,39520,8.99
866,39530,8.99
867,39540,8.99
869,39560,8.99
870,39630,4.49
871,39640,4.49
872,39650,8.99
873,39660,8.99
874,39670,4.49
875,39680,8.99
876,39690,17.99
877,39800,1.79
878,39900,3.99
879,40100,8.99
881,40210,6.99
882,40300,1.99
883,40320,3.99
884,40330,7.99
885,40340,7.99
886,40350,7.99
887,40380,3.99
888,40390,1.99
889,40400,6.99
890,40420,3.99
891,40500,2.09
892,40700,7.99
893,40720,3.99
894,40800,10.99
895,40930,0.99
896,40950,3.49
898,40970,7.49
899,40980,11.99
900,40990,7.99
901,41000,10.99
904,41070,29.99
905,41100,3.99
908,41400,1.99
909,41500,10.99
910,41600,10.49
911,41660,6.99
912,41680,6.99
913,41700,12.99
914,41740,6.99
915,41800,10.99
916,41900,6.99
917,42000,3.49
918,42120,7.99
919,42140,6.99
920,42170,10.99
921,42200,5.19
922,42210,5.19
923,42220,5.19
924,42230,4.99
925,42500,1.99
926,42670,14.99
927,42700,29.99
928,42810,1.99
929,42850,1.99
930,42890,7.99
931,42910,7.99
932,42920,7.99
933,42930,1.59
934,42940,1.59
935,42950,1.59
936,42960,3.74
937,42980,7.99
938,42990,14.99
939,43000,7.99
940,43100,4.99
941,43190,5.99
942,43500,7.99
943,43600,5.19
944,44100,2.99
946,44350,19.98
947,44360,9.99
948,44600,3.99
949,44680,8.99
950,44690,4.99
951,45000,7.19
952,45100,3.99
953,45300,6.99
954,45400,0.99
955,45410,6.99
956,45420,6.99
957,45450,1.59
958,45700,15.99
959,45710,1.29
960,45720,2.59
961,45730,0.59
962,45740,4.49
963,45750,2.59
964,45760,5.74
965,45770,4.49
966,46000,3.99
967,46200,1.99
968,46250,4.99
969,46260,3.99
970,46270,2.79
971,46280,2.79
972,46290,2.79
973,46340,3.99
974,46350,2.79
975,46360,3.99
976,46370,3.99
977,46380,2.79
978,46400,3.99
979,46410,6.99
980,46440,3.99
981,46450,6.99
984,46480,1.11
985,46490,1.11
986,46500,1.99
987,46510,1.99
988,46520,6.99
989,46540,3.99
990,46550,1.11
992,46570,6.99
993,46600,2.89
994,46700,5.24
995,46710,5.24
996,46720,6.99
997,46730,7.99
998,46740,2.09
999,46750,9.99
1000,46760,5.24
1001,46770,10.99
1002,46790,1.97
1003,46830,5.24
1004,46840,5.24
1005,46850,10.99
1007,47110,6.99
1008,47120,6.99
1009,47130,6.99
1010,47400,22.99
1016,47700,9.99
1017,47730,9.99
1018,47780,14.99
1019,47790,14.99
1020,47800,7.99
1021,47810,19.99
1022,47870,14.99
1023,47890,24.99
1024,47920,19.99
1025,48000,6.99
1027,48150,8.59
1028,48190,12.49
1029,48220,16.99
1030,48240,16.99
1031,48700,14.99
1032,48720,7.99
1033,48800,14.99
1035,48950,6.99
1036,49000,4.99
1037,49300,7.99
1038,49320,3.99
1039,49330,7.99
1040,49470,14.99
1041,49520,19.99
1043,49600,6.99
1044,49800,3.99
1045,49810,3.99
1046,49900,3.99
1047,50000,5.99
1048,50130,19.99
1049,50300,3.99
1051,50510,6.99
1054,50910,4.99
1055,50920,6.99
1056,50930,6.99
1057,50940,6.99
1058,50960,6.99
1059,50970,4.99
1060,50980,4.99
1061,50990,6.99
1062,51000,6.99
1063,51010,6.99
1064,51020,4.99
1065,51030,6.99
1066,51060,6.99
1068,55020,6.99
1069,55040,6.99
1070,55100,14.99
1071,55110,3.74
1073,55140,14.99
1074,55150,19.99
1077,55230,6.99
1078,57000,1.99
1079,57200,1.99
1080,57300,3.74
1081,57620,9.99
1082,57640,4.99
1083,57650,6.99
1084,57680,6.99
1085,57690,12.49
1086,57700,3.99
1087,57740,14.99
1088,57800,2.99
1089,57900,2.99
1090,58200,6.99
1091,58230,6.99
1093,58520,7.99
1094,58550,6.99
1095,58560,6.99
1096,58570,6.99
1097,58610,7.99
1098,60340,6.99
1099,60350,6.99
1101,60700,6.99
1102,60800,4.99
1103,61100,4.99
1104,61310,4.99
1108,61600,3.99
1109,61700,8.59
1110,61730,4.99
1111,62000,2.99
1112,62100,3.99
1113,63000,6.99
1114,63110,7.19
1115,63200,3.99
1118,63500,6.99
1119,63610,3.99
1123,63650,6.99
1124,63660,3.99
1125,63700,6.99
1126,63710,6.99
1127,63800,3.99
1128,63900,3.99
1129,63910,11.99
1130,63940,5.59
1132,63960,4.99
1133,64000,7.19
1134,65070,2.09
1135,65080,3.99
1136,65200,7.19
1137,65270,7.19
1138,65300,6.99
1139,65400,6.99
1140,65500,4.49
1141,65530,13.99
1142,65540,17.99
1143,65560,4.49
1144,65600,8.99
1145,65610,13.99
1146,65710,3.99
1147,65730,11.99
1148,65740,19.99
1149,65780,5.99
1150,65790,3.49
1151,65800,9.99
1152,65930,2.99
1153,65980,29.99
1154,67000,4.99
1155,67370,3.99
1156,70000,6.99
1157,70100,0.79
1158,70110,0.79
1159,70120,0.79
1160,70200,5.79
1161,70210,14.99
1162,70300,1.99
1163,70400,12.99
1164,70420,6.49
1165,70500,0.79
1166,70600,10.99
1167,70620,6.99
1168,70640,4.99
1169,70650,5.59
1170,70660,5.59
1171,70900,7.19
1172,71000,14.99
1173,71230,5.59
1174,71240,5.59
1175,71250,5.59
1176,71260,5.59
1179,71340,14.99
1180,72000,6.99
1182,72400,0.79
1183,72500,3.99
1186,72850,9.99
1188,73010,14.99
1190,73060,8.99
1191,73170,7.99
1192,73190,14.99
1193,73210,7.99
1194,73220,6.99
1195,78000,4.25
1196,80000,11.99
1197,80200,6.99
1198,80300,3.49
1199,80310,6.99
1200,80330,3.99
1201,80340,3.99
1202,80350,3.99
1203,80360,6.99
1204,90200,7.19
1205,90400,2.99
1208,91100,6.99
1209,91200,7.99
1211,91330,10.99
1212,91600,7.19
1213,91700,6.99
1214,91800,3.99
1215,91810,6.99
1216,91900,6.99
1217,92000,3.99
1218,92100,0.79
1219,92200,2.79
1220,92210,2.79
1221,92220,2.79
1222,92300,3.99
1223,92400,1.49
1224,92600,7.19
1225,92700,6.99
1226,92800,6.99
1227,92900,2.09
1228,93200,3.75
1229,94000,2.89
1230,94200,6.99
1231,94300,2.79
1232,94400,6.99
1237,94590,6.99
1240,94620,14.99
1241,95000,6.99
1242,95300,5.99
1243,95400,8.99
1245,95900,4.79
1246,96000,3.99
1247,96100,0.79
1248,96200,11.39
1249,96800,7.99
1250,96900,6.99
1251,97000,6.99
1252,97100,6.99
1253,97110,6.99
1254,97120,6.99
1255,97130,6.99
1256,97330,6.99
1257,98100,4.39
1258,98200,18.99
1259,98300,4.99
1260,98400,9.99
1261,98500,1.99
1262,98600,4.79
1263,98800,3.49
1265,98900,3.99
1266,99100,10.99
1268,99120,6.99
1270,99300,9.99
1271,99400,3.99
1272,99410,3.99
1273,99700,6.99
1277,100400,75.99
1278,100980,95.99
1279,102200,7.99
1281,102400,6.99
1282,102500,19.99
1283,102600,7.99
1284,102810,7.99
1285,102840,7.19
1286,102850,7.99
1287,104000,2.99
1288,104020,2.99
1289,104100,4.99
1290,104200,1.59
1291,104600,1.59
1292,104900,0.79
1293,105000,7.99
1294,105100,4.79
1295,105300,1.59
1296,105420,6.99
1297,105450,29.99
1298,105600,6.99
1299,105700,0.79
1300,105800,6.99
1301,107100,11.39
1302,107200,6.99
1303,107300,1.99
1304,107310,1.99
1305,107410,29.99
1306,107600,3.99
1307,107800,7.99
1308,108110,10.59
1309,108200,6.99
1311,108500,14.99
1312,108600,9.99
1313,108700,6.99
1314,108710,11.39
1315,108800,19.99
1316,109200,6.99
1317,109500,3.99
1319,109700,14.99
1320,110400,6.99
1322,110600,3.99
1323,110610,3.99
1324,110630,3.99
1325,110800,19.99
1326,111000,4.99
1327,111010,6.99
1328,111100,3.99
1329,111300,6.99
1330,111400,3.99
1331,111600,6.99
1332,111800,3.99
1334,112100,6.99
1335,113020,10.99
1336,113200,3.99
1339,115100,6.99
1340,115110,6.99
1341,115120,10.99
1342,115200,3.99
1343,115210,3.99
1344,115220,3.99
1345,115320,4.99
1346,115800,18.99
1347,116100,6.99
1348,116120,3.99
1349,200010,6.99
1350,200020,3.99
1351,200080,5.19
1352,200130,4.99
1353,200150,22.99
1354,200170,10.99
1355,200190,6.99
1357,200230,3.99
1358,200260,14.99
1360,200370,7.99
1361,200390,5.59
1362,200410,5.59
1363,200490,9.99
1364,200510,14.99
1365,200550,14.99
1366,200670,9.99
1367,200710,14.99
1368,200900,10.99
1369,200910,3.99
1370,200940,3.99
1371,200960,4.49
1372,200980,4.49
1373,200990,4.49
1374,201000,4.49
1375,201010,4.49
1379,201290,15.49
1380,201420,10.99
1381,201480,3.99
1382,201490,6.99
1383,201510,6.99
1384,201570,3.99
1385,201790,11.99
1386,201810,14.99
1388,201870,12.49
1391,202130,3.74
1393,202200,14.99
1394,202310,7.99
1395,202370,4.99
1396,202410,3.99
1397,202530,5.99
1398,202670,5.19
1399,202690,10.99
1400,202710,7.19
1401,202730,7.19
1402,202750,6.19
1403,202860,3.99
1404,202970,39.99
1405,203140,14.99
1406,203160,14.99
1407,203210,7.19
1409,203350,6.99
1410,203510,12.99
1411,203560,3.99
1412,203630,18.99
1413,203650,5.99
1414,203680,10.99
1415,203750,9.99
1416,203770,29.99
1418,203830,2.69
1419,203990,4.79
1420,204030,6.99
1421,204060,4.99
1422,204100,14.99
1423,204120,14.99
1424,204180,0.79
1425,204220,6.99
1426,204240,6.99
1428,204340,6.99
1429,204360,9.99
1430,204390,6.99
1431,204440,6.99
1432,204530,11.39
1433,204560,6.99
1434,204580,7.99
1435,204630,10.99
1436,204760,22.99
1437,204860,5.59
1438,204880,30.99
1439,204940,7.99
1440,204960,0.79
1441,205020,8.99
1442,205060,6.99
1443,205070,6.99
1444,205080,6.99
1445,205090,6.99
1446,205100,7.99
1447,205190,25.99
1448,205230,9.99
1449,205270,14.99
1450,205530,6.99
1451,205550,4.79
1452,205610,9.99
1453,205650,14.99
1454,205690,3.99
1456,205730,11.99
1457,205810,9.99
1458,205830,6.99
1459,205840,6.99
1460,205870,4.99
1461,205910,6.99
1463,205950,5.59
1464,205990,14.99
1465,206020,3.99
1466,206040,3.99
1467,206060,3.99
1468,206190,6.0
1470,206230,1.59
1471,206250,6.99
1472,206370,7.19
1473,206410,6.99
1474,206420,10.99
1475,206440,6.99
1478,206610,6.99
1479,206690,2.99
1480,206760,8.99
1481,207000,7.99
1482,207020,7.99
1484,207080,6.99
1485,207140,10.99
1486,207150,6.99
1487,207170,10.99
1488,207190,6.99
1490,207250,2.79
1491,207320,9.99
1493,207350,12.99
1494,207370,1.99
1495,207380,4.79
1496,207400,4.79
1497,207420,1.99
1498,207430,4.99
1499,207490,8.59
1500,207530,3.99
1501,207570,3.99
1503,207650,6.99
1504,207670,1.59
1505,207690,7.99
1506,207710,3.99
1507,207730,2.79
1508,207750,6.19
1509,207790,7.99
1510,207930,7.99
1512,208110,6.99
1513,208140,14.99
1514,208200,14.99
1515,208400,6.99
1516,208460,11.99
1518,208500,14.99
1519,208520,10.99
1520,208580,7.19
1521,208600,10.99
1522,208620,6.99
1523,208630,6.99
1524,208640,6.99
1525,208650,15.99
1526,208670,6.99
1527,208710,6.99
1528,208730,10.99
1529,208750,10.99
1530,209000,14.99
1531,209060,10.99
1532,209080,3.99
1533,209100,4.59
1534,209120,4.59
1535,209160,39.99
1536,209190,6.99
1537,209230,6.99
1539,209330,10.99
1541,209360,3.99
1542,209370,7.19
1543,209390,9.99
1544,209520,3.99
1545,209540,14.99
1546,209610,6.99
1547,209630,6.99
1548,209650,39.99
1549,209670,14.99
1550,209690,3.99
1551,209730,11.99
1552,209750,10.99
1553,209790,6.99
1554,209830,11.39
1555,209850,1.59
1557,209950,6.99
1558,210170,2.89
1559,210230,14.99
1562,210770,11.39
1563,210870,8.59
1564,210950,6.99
1565,210970,29.99
1566,211010,7.19
1568,211160,9.99
1569,211180,6.99
1570,211260,6.99
1571,211280,6.99
1572,211340,10.99
1573,211360,4.99
1575,211400,9.99
1577,211440,3.99
1579,211580,3.99
1580,211600,4.99
1581,211740,4.99
1582,211780,4.99
1583,211800,3.99
1584,211820,11.99
1585,211900,6.99
1586,211970,14.99
1587,212010,5.59
1588,212030,6.99
1589,212050,6.99
1592,212110,4.99
1599,212630,12.49
1600,212680,6.99
1601,212700,4.79
1602,212780,9.99
1604,213030,1.69
1606,213330,14.99
1607,213350,10.99
1609,213610,5.99
1611,213670,25.99
1612,213850,6.99
1614,214100,6.99
1615,214130,15.49
1616,214150,6.99
1617,214170,4.79
1619,214250,12.49
1621,214340,0.69
1622,214360,5.59
1625,214490,7.49
1627,214550,4.99
1629,214570,5.59
1630,214590,5.59
1631,214610,5.59
1632,214630,15.49
1633,214700,3.99
1634,214730,11.99
1635,214770,9.99
1636,214790,2.99
1637,214830,6.99
1638,214870,17.99
1639,214910,7.19
1640,214950,29.99
1641,214970,6.49
1645,215160,17.99
1647,215390,29.99
1649,215470,5.59
1651,215510,3.99
1652,215530,10.99
1653,215550,6.99
1655,215630,6.99
1656,215670,1.99
1657,215690,10.99
1658,215710,6.99
1659,215770,3.99
1660,215790,4.99
1663,215930,4.99
1664,216090,6.99
1665,216110,3.99
1666,216130,10.99
1668,216210,7.99
1670,216260,15.49
1671,216290,3.99
1672,216670,4.99
1673,216890,11.99
1674,216910,10.99
1675,216930,6.99
1677,217120,6.99
1678,217140,10.99
1679,217200,10.99
1680,217270,2.89
1681,217290,6.99
1682,217690,7.99
1684,217790,6.99
1685,217920,14.99
1686,218020,3.99
1687,218040,14.99
1688,218060,10.99
1689,218090,14.99
1691,218410,10.99
1692,218510,6.99
1693,218620,7.49
1694,218640,1.04
1695,218660,4.99
1696,218680,14.99
1697,218700,9.99
1698,218740,6.99
1699,218760,14.99
1700,218820,14.99
1702,219070,3.99
1703,219150,6.99
1704,219190,7.19
1705,219200,7.19
1707,219640,18.99
1708,219680,6.99
1711,219760,4.79
1712,219780,14.99
1714,219890,14.99
1715,219910,1.59
1716,219950,5.59
1717,219990,19.99
1718,220090,5.99
1719,220160,16.99
1720,220200,29.99
1721,220240,16.99
1722,220260,11.39
1723,220420,15.49
1724,220440,5.99
1725,220460,2.09
1726,220660,22.99
1727,220700,52.99
1728,220740,15.99
1729,220780,5.99
1730,220820,6.99
1731,220860,2.99
